"Freq [GHz]","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'"
4.788,-2.97940488823888,-31.0689216048886
4.789,-2.97085274351701,-31.2219116858852
4.79,-2.96244051765585,-31.3694854559089
4.791,-2.95416614644696,-31.5112526539796
4.792,-2.94602760461355,-31.6468205705731
4.793,-2.93802290540867,-31.7757978429459
4.794,-2.93015010019537,-31.8977986702368
4.795,-2.92240727801124,-32.0124473912416
4.796,-2.91479256511892,-32.1193833449817
4.797,-2.90730412454506,-32.2182659116814
4.798,-2.89994015560895,-32.3087796110898
4.799,-2.8926988934426,-32.3906391179964
4.8,-2.88557860850385,-32.463594042996
4.801,-2.8785776060838,-32.5274333216703
4.802,-2.87169422580961,-32.5819890585141
4.803,-2.86492684114418,-32.6271396838078
4.804,-2.85827385888356,-32.6628123021346
4.805,-2.85173371865299,-32.68898413953
4.806,-2.84530489240269,-32.7056830307517
4.807,-2.83898588390401,-32.7129869266572
4.808,-2.83277522824674,-32.7110224415697
4.809,-2.82667149133834,-32.6999624990255
4.81,-2.82067326940559,-32.6800231688124
4.811,-2.81477918849934,-32.6514598165289
4.812,-2.80898790400261,-32.614562707422
4.813,-2.80329810014299,-32.5696522181674
4.814,-2.79770848950915,-32.5170738134544
4.815,-2.7922178125723,-32.4571929393675
4.816,-2.78682483721272,-32.3903899738003
4.817,-2.78152835825169,-32.3170553570547
4.818,-2.77632719698902,-32.2375850051144
4.819,-2.77122020074664,-32.1523760855796
4.82,-2.76620624241806,-32.0618232134627
4.821,-2.76128422002433,-31.9663151023217
4.822,-2.75645305627623,-31.8662316865128
4.823,-2.75171169814315,-31.7619417133649
4.824,-2.7470591164285,-31.6538007901539
4.825,-2.74249430535198,-31.5421498599753
4.826,-2.73801628213859,-31.4273140728503
4.827,-2.73362408661449,-31.3096020133891
4.828,-2.72931678080981,-31.1893052436838
4.829,-2.72509344856839,-31.0666981194433
4.83,-2.72095319516441,-30.9420378382439
4.831,-2.71689514692598,-30.8155646808092
4.832,-2.71291845086563,-30.6875024090672
4.833,-2.70902227431784,-30.5580587880712
4.834,-2.70520580458323,-30.4274262024602
4.835,-2.70146824857979,-30.2957823418038
4.836,-2.69780883250077,-30.1632909327303
4.837,-2.69422680147944,-30.0301024991368
4.838,-2.69072141926044,-29.8963551348933
4.839,-2.68729196787777,-29.7621752762943
4.84,-2.68393774733945,-29.6276784640272
4.841,-2.68065807531855,-29.4929700866289
4.842,-2.67745228685067,-29.358146099312
4.843,-2.67431973403784,-29.223293713657
4.844,-2.67125978575858,-29.0884920550295
4.845,-2.66827182738417,-28.9538127857136
4.846,-2.66535526050108,-28.8193206926699
4.847,-2.66250950263931,-28.6850742395675
4.848,-2.65973398700669,-28.5511260833377
4.849,-2.65702816222905,-28.417523555941
4.85,-2.65439149209606,-28.2843091123911
4.851,-2.65182345531273,-28.1515207463313
4.852,-2.64932354525652,-28.0191923746357
4.853,-2.64689126973985,-27.88735419262
4.854,-2.64452615077801,-27.7560330015163
4.855,-2.64222772436231,-27.625252509886
4.856,-2.63999554023849,-27.4950336106435
4.857,-2.63782916169009,-27.3653946353326
4.858,-2.63572816532699,-27.2363515872473
4.859,-2.63369214087868,-27.1079183549352
4.86,-2.63172069099247,-26.980106907541
4.861,-2.62981343103637,-26.8529274733871
4.862,-2.62796998890657,-26.7263887030979
4.863,-2.62619000483958,-26.6004978184961
4.864,-2.62447313122868,-26.4752607484301
4.865,-2.62281903244483,-26.3506822525984
4.866,-2.62122738466184,-26.2267660343745
4.867,-2.61969787568572,-26.1035148435542
4.868,-2.61823020478812,-25.9809305698814
4.869,-2.61682408254391,-25.859014328144
4.87,-2.61547923067251,-25.7377665355647
4.871,-2.61419538188325,-25.6171869821598
4.872,-2.61297227972445,-25.4972748946773
4.873,-2.61180967843617,-25.3780289946832
4.874,-2.61070734280663,-25.2594475513084
4.875,-2.60966504803218,-25.1415284291351
4.876,-2.60868257958067,-25.0242691316516
4.877,-2.60775973305834,-24.9076668406753
4.878,-2.6068963140799,-24.7917184521061
4.879,-2.60609213814194,-24.6764206083344
4.88,-2.60534703049952,-24.5617697276169
4.881,-2.60466082604581,-24.4477620306838
4.882,-2.60403336919486,-24.334393564836
4.883,-2.60346451376725,-24.221660225757
4.884,-2.60295412287871,-24.10955777725
4.885,-2.60250206883157,-23.998081869088
4.886,-2.60210823300896,-23.8872280531512
4.887,-2.60177250577175,-23.7769917980081
4.888,-2.60149478635812,-23.6673685020828
4.889,-2.60127498278577,-23.5583535055404
4.89,-2.60111301175657,-23.4499421010068
4.891,-2.6010087985638,-23.3421295432325
4.892,-2.60096227700168,-23.2349110577957
4.893,-2.60097338927736,-23.1282818489368
4.894,-2.60104208592514,-23.0222371066044
4.895,-2.60116832572298,-22.9167720127821
4.896,-2.60135207561119,-22.8118817471707
4.897,-2.60159331061322,-22.7075614922796
4.898,-2.60189201375862,-22.6038064379861
4.899,-2.60224817600796,-22.5006117856117
4.9,-2.60266179617977,-22.3979727515604
4.901,-2.60313288087938,-22.2958845705627
4.902,-2.60366144442973,-22.1943424985586
4.903,-2.60424750880389,-22.0933418152582
4.904,-2.60489110355953,-21.9928778264082
4.905,-2.60559226577497,-21.8929458657921
4.906,-2.60635103998706,-21.7935412969916
4.907,-2.60716747813063,-21.6946595149309
4.908,-2.60804163947961,-21.5962959472243
4.909,-2.60897359058967,-21.4984460553479
4.91,-2.60996340524244,-21.4011053356526
4.911,-2.61101116439112,-21.3042693202301
4.912,-2.61211695610764,-21.2079335776525
4.913,-2.61328087553112,-21.1120937135939
4.914,-2.61450302481777,-21.0167453713456
4.915,-2.61578351309208,-20.921884232239
4.916,-2.61712245639924,-20.8275060159815
4.917,-2.61851997765886,-20.7336064809169
4.918,-2.6199762066199,-20.6401814242172
4.919,-2.62149127981674,-20.547226682013
4.92,-2.62306534052634,-20.4547381294692
4.921,-2.62469853872658,-20.3627116808103
4.922,-2.62639103105558,-20.271143289304
4.923,-2.62814298077205,-20.1800289472035
4.924,-2.62995455771668,-20.089364685656
4.925,-2.63182593827444,-19.9991465745803
4.926,-2.6337573053377,-19.9093707225174
4.927,-2.63574884827047,-19.8200332764546
4.928,-2.6378007628732,-19.7311304216316
4.929,-2.63991325134861,-19.6426583813247
4.93,-2.64208652226819,-19.5546134166164
4.931,-2.64432079053949,-19.4669918261498
4.932,-2.64661627737408,-19.3797899458703
4.933,-2.64897321025627,-19.2930041487573
4.934,-2.65139182291235,-19.2066308445454
4.935,-2.65387235528061,-19.1206664794387
4.936,-2.65641505348182,-19.0351075358181
4.937,-2.65902016979029,-18.9499505319422
4.938,-2.66168796260554,-18.8651920216448
4.939,-2.66441869642427,-18.780828594028
4.94,-2.66721264181307,-18.6968568731523
4.941,-2.67007007538128,-18.6132735177241
4.942,-2.67299127975443,-18.5300752207836
4.943,-2.675976543548,-18.4472587093883
4.944,-2.67902616134151,-18.3648207442989
4.945,-2.68214043365293,-18.2827581196637
4.946,-2.68531966691339,-18.2010676627036
4.947,-2.6885641734421,-18.1197462333977
4.948,-2.69187427142156,-18.0387907241699
4.949,-2.69525028487289,-17.9581980595767
4.95,-2.69869254363133,-17.8779651959964
4.951,-2.70220138332197,-17.7980891213203
4.952,-2.70577714533549,-17.7185668546454
4.953,-2.70942017680397,-17.6393954459689
4.954,-2.71313083057686,-17.5605719758856
4.955,-2.71690946519684,-17.4820935552872
4.956,-2.72075644487572,-17.4039573250636
4.957,-2.72467213947037,-17.3261604558071
4.958,-2.72865692445847,-17.2487001475197
4.959,-2.73271118091423,-17.1715736293214
4.96,-2.73683529548401,-17.0947781591626
4.961,-2.74102966036172,-17.0183110235387
4.962,-2.74529467326411,-16.9421695372076
4.963,-2.74963073740579,-16.8663510429094
4.964,-2.75403826147405,-16.7908529110899
4.965,-2.75851765960345,-16.7156725396253
4.966,-2.76306935135002,-16.6408073535516
4.967,-2.76769376166524,-16.5662548047956
4.968,-2.77239132086962,-16.4920123719086
4.969,-2.7771624646259,-16.4180775598035
4.97,-2.78200763391186,-16.3444478994945
4.971,-2.78692727499272,-16.2711209478396
4.972,-2.79192183939301,-16.1980942872855
4.973,-2.79699178386802,-16.1253655256155
4.974,-2.80213757037472,-16.0529322957006
4.975,-2.80735966604208,-15.9807922552524
4.976,-2.81265854314089,-15.9089430865796
4.977,-2.81803467905293,-15.8373824963465
4.978,-2.82348855623954,-15.7661082153344
4.979,-2.8290206622095,-15.6951179982058
4.98,-2.83463148948625,-15.6244096232713
4.981,-2.84032153557442,-15.5539808922584
4.982,-2.8460913029255,-15.4838296300838
4.983,-2.85194129890297,-15.4139536846275
4.984,-2.85787203574634,-15.3443509265101
4.985,-2.86388403053463,-15.2750192488721
4.986,-2.86997780514888,-15.2059565671555
4.987,-2.87615388623366,-15.1371608188892
4.988,-2.88241280515797,-15.0686299634746
4.989,-2.88875509797494,-15.0003619819759
4.99,-2.89518130538066,-14.9323548769112
4.991,-2.90169197267207,-14.864606672047
4.992,-2.90828764970372,-14.7971154121942
4.993,-2.91496889084362,-14.729879163007
4.994,-2.92173625492789,-14.6628960107842
4.995,-2.9285903052144,-14.5961640622723
4.996,-2.93553160933529,-14.529681444471
4.997,-2.94256073924823,-14.4634463044415
4.998,-2.94967827118664,-14.3974568091161
4.999,-2.95688478560864,-14.3317111451109
5,-2.96418086714472,-14.2662075185403
