Freq [GHz],S11 (dB)_HFSS,S11 (dB)_milled,S11 (dB)_z0lver
4.446,-1.010970907,-0.83774239,-0.084104366
4.447,-1.011008823,-0.86389923,-0.084135021
4.448,-1.01104688,-0.84700084,-0.084170485
4.449,-1.01108508,-0.87900048,-0.08420054
4.45,-1.01112342,-0.84499753,-0.084233599
4.451,-1.011161901,-0.8251406,-0.084270266
4.452,-1.011200522,-0.83154505,-0.084297315
4.453,-1.011239283,-0.83561158,-0.084330375
4.454,-1.011278183,-0.83302236,-0.084364036
4.455,-1.011317221,-0.86254716,-0.0843989
4.456,-1.011356398,-0.87201679,-0.084426551
4.457,-1.011395712,-0.84929603,-0.084456005
4.458,-1.011435163,-0.82326812,-0.084492672
4.459,-1.011474751,-0.84024125,-0.084522727
4.46,-1.011514475,-0.87583047,-0.084553384
4.461,-1.011554335,-0.85574812,-0.084587647
4.462,-1.01159433,-0.8583051,-0.084619506
4.463,-1.01163446,-0.85049653,-0.084651966
4.464,-1.011674725,-0.87316155,-0.084683224
4.465,-1.011715123,-0.83575618,-0.084713881
4.466,-1.011755654,-0.87693059,-0.084748144
4.467,-1.011796318,-0.84495914,-0.084781206
4.468,-1.011837115,-0.84686536,-0.084809459
4.469,-1.011878044,-0.84841567,-0.084840717
4.47,-1.011919104,-0.87125838,-0.084871976
4.471,-1.011960296,-0.83308196,-0.084909246
4.472,-1.012001618,-0.83497941,-0.084941105
4.473,-1.01204307,-0.86716568,-0.084968758
4.474,-1.012084651,-0.85723287,-0.085002421
4.475,-1.012126363,-0.82408023,-0.085030674
4.476,-1.012168202,-0.85259974,-0.085060731
4.477,-1.012210171,-0.82798564,-0.085094395
4.478,-1.012252267,-0.83664727,-0.085123851
4.479,-1.012294491,-0.85481298,-0.085153307
4.48,-1.012336841,-0.84260958,-0.08519178
4.481,-1.012379319,-0.84261036,-0.085220635
4.482,-1.012421922,-0.88793367,-0.085251895
4.483,-1.012464651,-0.814731,-0.085283756
4.484,-1.012507506,-0.84740549,-0.08531201
4.485,-1.012550486,-0.82364857,-0.085343871
4.486,-1.01259359,-0.85892051,-0.085373929
4.487,-1.012636818,-0.87095523,-0.085406392
4.488,-1.01268017,-0.8371985,-0.085435848
4.489,-1.012723645,-0.8435235,-0.085468912
4.49,-1.012767242,-0.83434075,-0.085499572
4.491,-1.012810963,-0.84568405,-0.085530832
4.492,-1.012854805,-0.8450402,-0.085562093
4.493,-1.012898769,-0.84173584,-0.085589146
4.494,-1.012942854,-0.85738915,-0.085620406
4.495,-1.01298706,-0.85264665,-0.085651667
4.496,-1.013031386,-0.85830384,-0.085679923
4.497,-1.013075833,-0.84916651,-0.085711785
4.498,-1.013120399,-0.81555837,-0.085738237
4.499,-1.013165084,-0.83688301,-0.085773105
4.5,-1.013209888,-0.84755027,-0.08580076
4.501,-1.013254811,-0.86072654,-0.085830218
4.502,-1.013299852,-0.85222983,-0.085859676
4.503,-1.01334501,-0.83793032,-0.085889735
4.504,-1.013390286,-0.86862046,-0.085919193
4.505,-1.013435679,-0.85627741,-0.085954062
4.506,-1.013481188,-0.85576677,-0.085984122
4.507,-1.013526814,-0.86149359,-0.086015985
4.508,-1.013572556,-0.8331545,-0.086038831
4.509,-1.013618413,-0.84746569,-0.086070694
4.51,-1.013664385,-0.82547605,-0.086099552
4.511,-1.013710473,-0.83776295,-0.086129612
4.512,-1.013756674,-0.83384895,-0.08615847
4.513,-1.01380299,-0.84446722,-0.086189732
4.514,-1.01384942,-0.8478356,-0.086217989
4.515,-1.013895963,-0.83942181,-0.086246847
4.516,-1.01394262,-0.84341913,-0.0862733
4.517,-1.013989389,-0.83082408,-0.086308772
4.518,-1.01403627,-0.82035887,-0.086336428
4.519,-1.014083264,-0.83136636,-0.086361077
4.52,-1.01413037,-0.8378225,-0.086389936
4.521,-1.014177587,-0.83121681,-0.086423604
4.522,-1.014224915,-0.82409847,-0.086450659
4.523,-1.014272354,-0.8169378,-0.086479518
4.524,-1.014319904,-0.82778567,-0.086508978
4.525,-1.014367564,-0.82219481,-0.086535432
4.526,-1.014415334,-0.86297292,-0.086564892
4.527,-1.014463214,-0.82936287,-0.086592548
4.528,-1.014511203,-0.84120768,-0.086624414
4.529,-1.014559302,-0.83912653,-0.086650267
4.53,-1.014607509,-0.83292931,-0.086679727
4.531,-1.014655824,-0.80879509,-0.086708587
4.532,-1.014704248,-0.80203986,-0.086739851
4.533,-1.01475278,-0.82298928,-0.086767508
4.534,-1.014801419,-0.81186372,-0.086794564
4.535,-1.014850166,-0.83982015,-0.086820417
4.536,-1.014899021,-0.82202119,-0.086849277
4.537,-1.014947982,-0.80835992,-0.086876934
4.538,-1.014997049,-0.85713094,-0.0869088
4.539,-1.015046223,-0.81975609,-0.086930445
4.54,-1.015095503,-0.81820965,-0.086958704
4.541,-1.01514489,-0.80525118,-0.086990571
4.542,-1.015194381,-0.82023954,-0.087018228
4.543,-1.015243979,-0.81637859,-0.08704288
4.544,-1.015293681,-0.83017206,-0.087069335
4.545,-1.015343488,-0.81138361,-0.087095189
4.546,-1.0153934,-0.80685544,-0.087128259
4.547,-1.015443417,-0.80558938,-0.087152911
4.548,-1.015493538,-0.81212926,-0.087178164
4.549,-1.015543763,-0.81126696,-0.087210031
4.55,-1.015594092,-0.82824475,-0.087236487
4.551,-1.015644524,-0.8007164,-0.087263544
4.552,-1.01569506,-0.81366783,-0.087288797
4.553,-1.0157457,-0.82748562,-0.087320665
4.554,-1.015796442,-0.80231118,-0.087347722
4.555,-1.015847287,-0.80925745,-0.087375982
4.556,-1.015898235,-0.81954241,-0.087393419
4.557,-1.015949286,-0.78604019,-0.087418072
4.558,-1.016000439,-0.80979949,-0.087447534
4.559,-1.016051694,-0.85278034,-0.087475795
4.56,-1.016103051,-0.81143337,-0.087504055
4.561,-1.01615451,-0.78961897,-0.087528106
4.562,-1.01620607,-0.79633158,-0.087555766
4.563,-1.016257733,-0.82052672,-0.08758583
4.564,-1.016309496,-0.81584412,-0.087608679
4.565,-1.016361361,-0.82775033,-0.08763694
4.566,-1.016413327,-0.78817898,-0.087663397
4.567,-1.016465394,-0.8002224,-0.087689252
4.568,-1.016517562,-0.80913061,-0.087722324
4.569,-1.01656983,-0.80856574,-0.087742167
4.57,-1.016622199,-0.80796641,-0.087770428
4.571,-1.016674669,-0.81506705,-0.087792075
4.572,-1.016727239,-0.80247176,-0.087820336
4.573,-1.016779909,-0.83381182,-0.087846192
4.574,-1.01683268,-0.79648793,-0.087870244
4.575,-1.01688555,-0.80614084,-0.087899107
4.576,-1.016938521,-0.81739426,-0.08792797
4.577,-1.016991591,-0.82309461,-0.087952624
4.578,-1.017044762,-0.83202291,-0.087975473
4.579,-1.017098031,-0.83449078,-0.088004337
4.58,-1.017151401,-0.79772323,-0.088030794
4.581,-1.01720487,-0.80559421,-0.088059056
4.582,-1.017258439,-0.80561692,-0.088075292
4.583,-1.017312107,-0.8020469,-0.088102953
4.584,-1.017365875,-0.80100143,-0.088130613
4.585,-1.017419742,-0.79236406,-0.088154666
4.586,-1.017473709,-0.83762872,-0.088180523
4.587,-1.017527774,-0.80189902,-0.088202171
4.588,-1.017581939,-0.77685183,-0.088232839
4.589,-1.017636203,-0.78615755,-0.088254487
4.59,-1.017690567,-0.80272537,-0.088281547
4.591,-1.01774503,-0.80115157,-0.088303195
4.592,-1.017799591,-0.79536897,-0.088326647
4.593,-1.017854252,-0.80755335,-0.088353707
4.594,-1.017909013,-0.82553595,-0.088383774
4.595,-1.017963872,-0.80361485,-0.088410834
4.596,-1.018018831,-0.82087237,-0.088428874
4.597,-1.018073889,-0.81308097,-0.088455333
4.598,-1.018129046,-0.81668878,-0.088479387
4.599,-1.018184302,-0.80712706,-0.088502839
4.6,-1.018239658,-0.78523833,-0.088530501
4.601,-1.018295113,-0.81568325,-0.088551548
4.602,-1.018350668,-0.82263839,-0.088575602
4.603,-1.018406322,-0.80522698,-0.088602062
4.604,-1.018462075,-0.79322702,-0.088622508
4.605,-1.018517928,-0.79839265,-0.08864596
4.606,-1.018573881,-0.79668176,-0.088674224
4.607,-1.018629933,-0.8077966,-0.088697075
4.608,-1.018686085,-0.80585527,-0.088721731
4.609,-1.018742337,-0.80284768,-0.088749995
4.61,-1.018798689,-0.7938022,-0.088772245
4.611,-1.018855141,-0.79768521,-0.088792692
4.612,-1.018911694,-0.77729052,-0.088820354
4.613,-1.018968346,-0.83712316,-0.088842003
4.614,-1.019025099,-0.8103019,-0.088867261
4.615,-1.019081952,-0.80392212,-0.088887106
4.616,-1.019138906,-0.79633534,-0.088914168
4.617,-1.019195961,-0.80678111,-0.088932209
4.618,-1.019253117,-0.76774853,-0.088955662
4.619,-1.019310373,-0.79655081,-0.088985731
4.62,-1.019367731,-0.81158406,-0.089009786
4.621,-1.019425191,-0.82886434,-0.089031435
4.622,-1.019482751,-0.80352879,-0.089055491
4.623,-1.019540414,-0.8149339,-0.089077742
4.624,-1.019598178,-0.80105168,-0.089102398
4.625,-1.019656045,-0.80445039,-0.089126453
4.626,-1.019714013,-0.82476383,-0.089149907
4.627,-1.019772084,-0.79809338,-0.089163739
4.628,-1.019830258,-0.81931657,-0.089190802
4.629,-1.019888534,-0.79275978,-0.089214857
4.63,-1.019946914,-0.81157148,-0.089238913
4.631,-1.020005397,-0.8208853,-0.089255751
4.632,-1.020063983,-0.80012596,-0.089274395
4.633,-1.020122673,-0.79154831,-0.089299653
4.634,-1.020181467,-0.7780695,-0.089324912
4.635,-1.020240365,-0.77974236,-0.089350772
4.636,-1.020299368,-0.8030498,-0.089365205
4.637,-1.020358476,-0.81140685,-0.089385653
4.638,-1.020417688,-0.81100088,-0.089412114
4.639,-1.020477006,-0.79338461,-0.089434366
4.64,-1.020536429,-0.80842048,-0.089458422
4.641,-1.020595958,-0.79955733,-0.089477667
4.642,-1.020655593,-0.83322126,-0.089499919
4.643,-1.020715335,-0.83662611,-0.089520367
4.644,-1.020775183,-0.79174107,-0.089545626
4.645,-1.020835139,-0.80414945,-0.089566074
4.646,-1.020895202,-0.80328822,-0.089588326
4.647,-1.020955372,-0.8347193,-0.089612382
4.648,-1.021015651,-0.78753406,-0.089631026
4.649,-1.021076038,-0.80856144,-0.089652677
4.65,-1.021136533,-0.8333208,-0.089676132
4.651,-1.021197138,-0.79180193,-0.089695979
4.652,-1.021257852,-0.82555181,-0.089722441
4.653,-1.021318677,-0.81893063,-0.089737477
4.654,-1.021379611,-0.81912953,-0.089757925
4.655,-1.021440656,-0.81961155,-0.08978559
4.656,-1.021501811,-0.82308978,-0.08980664
4.657,-1.021563079,-0.83899486,-0.089827089
4.658,-1.021624458,-0.82464433,-0.089849341
4.659,-1.021685949,-0.82853818,-0.089869188
4.66,-1.021747553,-0.84796005,-0.08988663
4.661,-1.02180927,-0.84280854,-0.089905274
4.662,-1.0218711,-0.82177663,-0.089934143
4.663,-1.021933044,-0.85687745,-0.089946773
4.664,-1.021995103,-0.84974593,-0.089967823
4.665,-1.022057277,-0.81557071,-0.08999188
4.666,-1.022119565,-0.84469616,-0.090013532
4.667,-1.02218197,-0.82203847,-0.090025561
4.668,-1.022244491,-0.81325507,-0.090055633
4.669,-1.022307129,-0.85476553,-0.090073676
4.67,-1.022369883,-0.81480336,-0.090098335
4.671,-1.022432756,-0.84415436,-0.090112168
4.672,-1.022495747,-0.8363896,-0.090133218
4.673,-1.022558857,-0.84128731,-0.090158479
4.674,-1.022622086,-0.81814247,-0.090171711
4.675,-1.022685435,-0.8450157,-0.090193964
4.676,-1.022748904,-0.82831931,-0.090214414
4.677,-1.022812494,-0.8265779,-0.090230653
4.678,-1.022876206,-0.82862574,-0.090254109
4.679,-1.02294004,-0.8404941,-0.090272754
4.68,-1.023003997,-0.85467827,-0.090296812
4.681,-1.023068076,-0.81391895,-0.090313052
4.682,-1.02313228,-0.83628374,-0.090331095
4.683,-1.023196608,-0.85324359,-0.090353349
4.684,-1.023261061,-0.84226388,-0.090371994
4.685,-1.02332564,-0.86357903,-0.090390639
4.686,-1.023390345,-0.83956808,-0.090409285
4.687,-1.023455177,-0.80529267,-0.090428531
4.688,-1.023520136,-0.85527271,-0.090448981
4.689,-1.023585224,-0.84688592,-0.090467626
4.69,-1.023650441,-0.86342281,-0.090485069
4.691,-1.023715787,-0.85424733,-0.090509127
4.692,-1.023781263,-0.8370465,-0.090531382
4.693,-1.02384687,-0.86415094,-0.090547621
4.694,-1.023912609,-0.87149972,-0.090565665
4.695,-1.02397848,-0.86556971,-0.090588521
4.696,-1.024044484,-0.85931706,-0.090601152
4.697,-1.024110622,-0.85905403,-0.090620399
4.698,-1.024176894,-0.85241413,-0.090636038
4.699,-1.024243301,-0.86222684,-0.090660096
4.7,-1.024309845,-0.83849603,-0.090680547
4.701,-1.024376525,-0.85571796,-0.090696185
4.702,-1.024443342,-0.83846015,-0.090716034
4.703,-1.024510298,-0.84077793,-0.090732274
4.704,-1.024577392,-0.85351086,-0.090746709
4.705,-1.024644626,-0.83915955,-0.090768363
4.706,-1.024712001,-0.87587011,-0.090790617
4.707,-1.024779517,-0.86778373,-0.090809865
4.708,-1.024847176,-0.86758471,-0.090826706
4.709,-1.024914977,-0.85031122,-0.090839338
4.71,-1.024982922,-0.85371226,-0.090856781
4.711,-1.025051012,-0.86293083,-0.090876028
4.712,-1.025119247,-0.85357666,-0.090895276
4.713,-1.025187629,-0.85435474,-0.090912118
4.714,-1.025256158,-0.82832271,-0.090932568
4.715,-1.025324834,-0.84773678,-0.090948207
4.716,-1.02539366,-0.83915502,-0.09096565
4.717,-1.025462636,-0.84388137,-0.090984898
4.718,-1.025531763,-0.85978574,-0.090999935
4.719,-1.025601041,-0.81844604,-0.091018582
4.72,-1.025670472,-0.83476728,-0.091034221
4.721,-1.025740057,-0.84083098,-0.091058882
4.722,-1.025809796,-0.85884255,-0.0910661
4.723,-1.02587969,-0.84293497,-0.091083544
4.724,-1.025949741,-0.86461014,-0.091104596
4.725,-1.026019949,-0.87516475,-0.091117228
4.726,-1.026090316,-0.84981024,-0.091136476
4.727,-1.026160842,-0.8265509,-0.091149709
4.728,-1.026231528,-0.85186982,-0.091172566
4.729,-1.026302376,-0.8523106,-0.091183995
4.73,-1.026373386,-0.83794075,-0.091204446
4.731,-1.026444559,-0.85268724,-0.091221288
4.732,-1.026515897,-0.82502574,-0.091234521
4.733,-1.0265874,-0.8336615,-0.091250762
4.734,-1.02665907,-0.82760227,-0.091263995
4.735,-1.026730907,-0.85265088,-0.091287454
4.736,-1.026802913,-0.84558815,-0.091298883
4.737,-1.026875089,-0.80857658,-0.091318132
4.738,-1.026947435,-0.80889291,-0.091336778
4.739,-1.027019954,-0.83350533,-0.091350613
4.74,-1.027092645,-0.82809752,-0.091368057
4.741,-1.027165511,-0.84692621,-0.0913849
4.742,-1.027238552,-0.81587708,-0.091403547
4.743,-1.02731177,-0.83771545,-0.091410765
4.744,-1.027385165,-0.85878795,-0.091433021
4.745,-1.027458739,-0.83454847,-0.091445653
4.746,-1.027532493,-0.81391203,-0.091461293
4.747,-1.027606428,-0.82345438,-0.091479339
4.748,-1.027680545,-0.84119761,-0.091493174
4.749,-1.027754846,-0.82334346,-0.091508212
4.75,-1.027829332,-0.83147281,-0.091528664
4.751,-1.027904003,-0.82805234,-0.091542499
4.752,-1.027978862,-0.7980336,-0.091556334
4.753,-1.028053909,-0.80526465,-0.091571372
4.754,-1.028129146,-0.81167424,-0.091586411
4.755,-1.028204574,-0.81418794,-0.091603855
4.756,-1.028280194,-0.78458941,-0.091618292
4.757,-1.028356008,-0.8032943,-0.091637541
4.758,-1.028432016,-0.82064211,-0.091647767
4.759,-1.028508221,-0.81675929,-0.091661001
4.76,-1.028584623,-0.81173027,-0.091673633
4.761,-1.028661224,-0.80978578,-0.091696491
4.762,-1.028738025,-0.80422145,-0.09170371
4.763,-1.028815027,-0.84491271,-0.09171935
4.764,-1.028892233,-0.81457281,-0.0917392
4.765,-1.028969642,-0.79737103,-0.091751833
4.766,-1.029047257,-0.83226556,-0.091769879
4.767,-1.02912508,-0.781129,-0.091782511
4.768,-1.02920311,-0.82266551,-0.091796948
4.769,-1.02928135,-0.79250991,-0.091818002
4.77,-1.029359802,-0.81203884,-0.091821612
4.771,-1.029438466,-0.80625403,-0.091840861
4.772,-1.029517344,-0.80348206,-0.091852291
4.773,-1.029596438,-0.82209891,-0.091865525
4.774,-1.029675749,-0.82796371,-0.091880563
4.775,-1.029755279,-0.78974509,-0.091895602
4.776,-1.029835028,-0.79981494,-0.09190643
4.777,-1.029914999,-0.8006174,-0.091922672
4.778,-1.029995193,-0.82830918,-0.091936507
4.779,-1.030075611,-0.81524318,-0.091948538
4.78,-1.030156256,-0.80597764,-0.091968991
4.781,-1.030237128,-0.81187141,-0.091979218
4.782,-1.030318229,-0.80624115,-0.091987639
4.783,-1.030399562,-0.79480469,-0.092008092
4.784,-1.030481126,-0.84094769,-0.09201892
4.785,-1.030562924,-0.81018728,-0.092033959
4.786,-1.030644958,-0.82910305,-0.092044186
4.787,-1.030727229,-0.78499115,-0.09205742
4.788,-1.030809739,-0.777574,-0.092070053
4.789,-1.030892489,-0.80627823,-0.092083287
4.79,-1.030975482,-0.81393576,-0.092099529
4.791,-1.031058717,-0.82877016,-0.092108553
4.792,-1.031142199,-0.80041075,-0.092127201
4.793,-1.031225927,-0.78864509,-0.092135623
4.794,-1.031309904,-0.78685534,-0.092151264
4.795,-1.031394132,-0.84829044,-0.092163896
4.796,-1.031478612,-0.78904849,-0.092172318
4.797,-1.031563345,-0.775581,-0.092190365
4.798,-1.031648335,-0.80529439,-0.09219999
4.799,-1.031733581,-0.79498476,-0.092215631
4.8,-1.031819087,-0.80810893,-0.092227663
4.801,-1.031904854,-0.79397684,-0.092236085
4.802,-1.031990883,-0.80455559,-0.092249921
4.803,-1.032077177,-0.78824294,-0.092259546
4.804,-1.032163738,-0.79549712,-0.09227639
4.805,-1.032250566,-0.79735583,-0.092286617
4.806,-1.032337665,-0.78283179,-0.092300453
4.807,-1.032425035,-0.76275939,-0.092319703
4.808,-1.032512679,-0.82347012,-0.092331133
4.809,-1.032600599,-0.80004722,-0.092338352
4.81,-1.032688796,-0.78586215,-0.092341961
4.811,-1.032777272,-0.81922996,-0.092361212
4.812,-1.03286603,-0.77870142,-0.09237565
4.813,-1.032955071,-0.81787199,-0.092387681
4.814,-1.033044397,-0.80240834,-0.092396705
4.815,-1.03313401,-0.79526377,-0.092402721
4.816,-1.033223912,-0.80807871,-0.092412346
4.817,-1.033314104,-0.8191008,-0.092426182
4.818,-1.03340459,-0.8493166,-0.092435808
4.819,-1.033495371,-0.76197648,-0.092446636
4.82,-1.033586449,-0.79867172,-0.092462277
4.821,-1.033677826,-0.81838125,-0.092470098
4.822,-1.033769503,-0.80300808,-0.092479723
4.823,-1.033861484,-0.80301595,-0.092492958
4.824,-1.03395377,-0.82211584,-0.092503787
4.825,-1.034046363,-0.80814242,-0.09251642
4.826,-1.034139265,-0.80322576,-0.092529053
4.827,-1.034232478,-0.8107872,-0.092535069
4.828,-1.034326005,-0.79398239,-0.092542288
4.829,-1.034419848,-0.81079197,-0.092561539
4.83,-1.034514008,-0.78875762,-0.092566352
4.831,-1.034608488,-0.80243725,-0.092578985
4.832,-1.03470329,-0.79481071,-0.092590415
4.833,-1.034798416,-0.81316394,-0.092603049
4.834,-1.034893868,-0.8079555,-0.092607861
4.835,-1.034989649,-0.82348269,-0.092618089
4.836,-1.035085761,-0.81002575,-0.092632527
4.837,-1.035182205,-0.81192523,-0.092646965
4.838,-1.035278985,-0.81268704,-0.092651778
4.839,-1.035376102,-0.82225806,-0.092658997
4.84,-1.035473559,-0.80691594,-0.092678248
4.841,-1.035571357,-0.82693815,-0.092681256
4.842,-1.0356695,-0.80641866,-0.092692686
4.843,-1.035767989,-0.8186698,-0.09270532
4.844,-1.035866828,-0.80712992,-0.092714945
4.845,-1.035966017,-0.82495713,-0.092720961
4.846,-1.03606556,-0.82077891,-0.092729384
4.847,-1.036165458,-0.82621175,-0.092742619
4.848,-1.036265715,-0.8301332,-0.09275044
4.849,-1.036366332,-0.79776722,-0.092763073
4.85,-1.036467313,-0.83206081,-0.092767886
4.851,-1.036568658,-0.83465701,-0.092775707
4.852,-1.036670372,-0.84681177,-0.092788942
4.853,-1.036772455,-0.8196004,-0.092801576
4.854,-1.036874911,-0.83554482,-0.092809998
4.855,-1.036977743,-0.83475947,-0.092817218
4.856,-1.037080951,-0.81532317,-0.092825039
4.857,-1.03718454,-0.83085209,-0.092831656
4.858,-1.037288511,-0.8237083,-0.09284068
4.859,-1.037392868,-0.81490111,-0.092849103
4.86,-1.037497611,-0.81700134,-0.092858728
4.861,-1.037602745,-0.84188765,-0.092868956
4.862,-1.037708272,-0.84488952,-0.092878582
4.863,-1.037814193,-0.81538427,-0.092884598
4.864,-1.037920513,-0.80402625,-0.092895427
4.865,-1.038027233,-0.81838334,-0.092897833
4.866,-1.038134355,-0.81143212,-0.092910467
4.867,-1.038241883,-0.82409817,-0.09291528
4.868,-1.03834982,-0.83780169,-0.092927312
4.869,-1.038458167,-0.83980262,-0.092940547
4.87,-1.038566928,-0.8153854,-0.092945962
4.871,-1.038676104,-0.83678192,-0.092950775
4.872,-1.0387857,-0.81742209,-0.092962807
4.873,-1.038895717,-0.80235785,-0.092973636
4.874,-1.039006159,-0.83512455,-0.092977246
4.875,-1.039117027,-0.82019222,-0.092981457
4.876,-1.039228325,-0.82110316,-0.092995294
4.877,-1.039340055,-0.82828766,-0.09300492
4.878,-1.039452221,-0.82645088,-0.09300853
4.879,-1.039564825,-0.82327038,-0.093010936
4.88,-1.039677869,-0.82965404,-0.093021164
4.881,-1.039791357,-0.86068475,-0.093030188
4.882,-1.039905291,-0.82137764,-0.093037407
4.883,-1.040019675,-0.82723463,-0.093043424
4.884,-1.040134511,-0.82035428,-0.093053049
4.885,-1.040249801,-0.8498832,-0.093063879
4.886,-1.04036555,-0.81037563,-0.093066285
4.887,-1.040481759,-0.81789178,-0.093072301
4.888,-1.040598432,-0.82972741,-0.09308313
4.889,-1.040715571,-0.83900279,-0.093088545
4.89,-1.04083318,-0.83379948,-0.093096968
4.891,-1.040951261,-0.82996196,-0.093102984
4.892,-1.041069818,-0.82262433,-0.09310539
4.893,-1.041188853,-0.83149093,-0.09311622
4.894,-1.041308369,-0.81440377,-0.093122236
4.895,-1.04142837,-0.82624447,-0.093124642
4.896,-1.041548858,-0.82521302,-0.093133065
4.897,-1.041669836,-0.8000496,-0.093144496
4.898,-1.041791308,-0.82092029,-0.093149309
4.899,-1.041913276,-0.83393312,-0.093154724
4.9,-1.042035744,-0.80011517,-0.09315713
4.901,-1.042158715,-0.80693913,-0.093165553
4.902,-1.042282192,-0.78279567,-0.093173976
4.903,-1.042406177,-0.81045806,-0.093181195
4.904,-1.042530674,-0.80226833,-0.09318661
4.905,-1.042655687,-0.7848832,-0.093187211
4.906,-1.042781218,-0.78814101,-0.093196236
4.907,-1.04290727,-0.7978161,-0.093202854
4.908,-1.043033847,-0.77015674,-0.093209472
4.909,-1.043160952,-0.80541348,-0.093215488
4.91,-1.043288589,-0.79290986,-0.093223309
4.911,-1.043416759,-0.78256983,-0.093221504
4.912,-1.043545467,-0.81110311,-0.093226317
4.913,-1.043674716,-0.82846832,-0.093235342
4.914,-1.04380451,-0.83124197,-0.093235342
4.915,-1.04393485,-0.7833178,-0.093241959
4.916,-1.044065742,-0.81855339,-0.093249179
4.917,-1.044197187,-0.79243916,-0.093255195
4.918,-1.04432919,-0.79443634,-0.093259407
4.919,-1.044461754,-0.79636151,-0.093263618
4.92,-1.044594882,-0.82736254,-0.09326783
4.921,-1.044728578,-0.80611956,-0.093273244
4.922,-1.044862844,-0.78993613,-0.093279862
4.923,-1.044997685,-0.79133904,-0.093283472
4.924,-1.045133103,-0.80078661,-0.093290692
4.925,-1.045269103,-0.80206293,-0.093291895
4.926,-1.045405688,-0.77328581,-0.093296708
4.927,-1.04554286,-0.76980144,-0.093301521
4.928,-1.045680624,-0.77504247,-0.093307537
4.929,-1.045818984,-0.802562,-0.093314757
4.93,-1.045957942,-0.76261079,-0.09331957
4.931,-1.046097502,-0.79826039,-0.093323782
4.932,-1.046237668,-0.79402119,-0.093324985
4.933,-1.046378443,-0.81931257,-0.093329196
4.934,-1.046519831,-0.81354272,-0.093335814
4.935,-1.046661835,-0.7952792,-0.093334009
4.936,-1.04680446,-0.80452061,-0.093340026
4.937,-1.046947708,-0.78212065,-0.09334544
4.938,-1.047091584,-0.79864281,-0.093351457
4.939,-1.04723609,-0.81902415,-0.093355067
4.94,-1.047381232,-0.80505615,-0.093356872
4.941,-1.047527011,-0.77081162,-0.09335988
4.942,-1.047673433,-0.78284681,-0.093362888
4.943,-1.0478205,-0.76821977,-0.093365294
4.944,-1.047968217,-0.77042532,-0.093371912
4.945,-1.048116587,-0.80090302,-0.093374319
4.946,-1.048265614,-0.76511037,-0.093382742
4.947,-1.048415301,-0.74009174,-0.093386352
4.948,-1.048565653,-0.73917353,-0.093384547
4.949,-1.048716674,-0.76255059,-0.093393571
4.95,-1.048868367,-0.77201873,-0.093391767
4.951,-1.049020735,-0.74316257,-0.093397181
4.952,-1.049173784,-0.79973429,-0.093401994
4.953,-1.049327516,-0.73474258,-0.093405604
4.954,-1.049481936,-0.7501865,-0.093405003
4.955,-1.049637047,-0.76045966,-0.093408612
4.956,-1.049792854,-0.77131087,-0.093408612
4.957,-1.04994936,-0.76027858,-0.093411621
4.958,-1.050106569,-0.75709558,-0.093415832
4.959,-1.050264486,-0.7519359,-0.09342245
4.96,-1.050423114,-0.73562688,-0.093419442
4.961,-1.050582457,-0.73619562,-0.093419442
4.962,-1.050742519,-0.73041862,-0.093423653
4.963,-1.050903304,-0.74631727,-0.093430873
4.964,-1.051064817,-0.77675414,-0.093433881
4.965,-1.051227061,-0.73824388,-0.093432076
4.966,-1.05139004,-0.7608673,-0.09343689
4.967,-1.051553759,-0.74883312,-0.093434483
4.968,-1.051718222,-0.74518162,-0.093437491
4.969,-1.051883432,-0.78243178,-0.093441101
4.97,-1.052049394,-0.77276415,-0.093439898
4.971,-1.052216111,-0.7613079,-0.093441703
4.972,-1.052383589,-0.74238729,-0.093446516
4.973,-1.052551831,-0.73569351,-0.093447719
4.974,-1.052720842,-0.74690855,-0.093453134
4.975,-1.052890626,-0.7566607,-0.093450126
4.976,-1.053061186,-0.73067057,-0.093451931
4.977,-1.053232527,-0.73554611,-0.093456744
4.978,-1.053404654,-0.71319479,-0.093453134
4.979,-1.053577571,-0.71119612,-0.093457947
4.98,-1.053751281,-0.70719701,-0.093460955
4.981,-1.05392579,-0.71600002,-0.093465768
4.982,-1.054101102,-0.6954782,-0.093461557
4.983,-1.05427722,-0.74712986,-0.093460955
4.984,-1.05445415,-0.70684355,-0.093466972
4.985,-1.054631895,-0.70054781,-0.09346637
4.986,-1.05481046,-0.71478134,-0.093467573
4.987,-1.05498985,-0.7216512,-0.093467573
4.988,-1.055170069,-0.69135523,-0.093461557
4.989,-1.055351121,-0.69035858,-0.093469378
4.99,-1.05553301,-0.70852566,-0.093468175
4.991,-1.055715742,-0.65685815,-0.093468777
4.992,-1.05589932,-0.68342125,-0.093467573
4.993,-1.05608375,-0.69191223,-0.093474191
4.994,-1.056269035,-0.68054134,-0.09346998
4.995,-1.05645518,-0.7265045,-0.09347359
4.996,-1.05664219,-0.68545485,-0.093471183
4.997,-1.05683007,-0.6914736,-0.093472386
4.998,-1.057018823,-0.71011478,-0.093470582
4.999,-1.057208455,-0.70920223,-0.09346998
5,-1.057398969,-0.69276744,-0.093469378
