Freq [GHz],dB(S11_OFF),dB(S11_ON),dB(S21_OFF),dB(S21_ON)
3.358,-1.8473739015,-7.9173477755,-6.0772215827,-1.4206712232
3.359,-1.8490642321,-7.9092864091,-6.0733431421,-1.4225241603
3.36,-1.8507586699,-7.9012317583,-6.0694605516,-1.424379775
3.361,-1.8524572285,-7.893183822,-6.0655738054,-1.426238069
3.362,-1.8541599219,-7.8851425989,-6.0616828977,-1.4280990436
3.363,-1.8558667637,-7.8771080875,-6.0577878227,-1.4299627004
3.364,-1.8575777679,-7.8690802867,-6.0538885745,-1.431829041
3.365,-1.8592929484,-7.8610591951,-6.0499851474,-1.4336980667
3.366,-1.8610123192,-7.8530448114,-6.0460775354,-1.4355697792
3.367,-1.8627358944,-7.8450371343,-6.0421657328,-1.4374441798
3.368,-1.864463688,-7.8370361625,-6.0382497338,-1.4393212701
3.369,-1.8661957144,-7.8290418946,-6.0343295324,-1.4412010516
3.37,-1.8679319878,-7.8210543295,-6.0304051229,-1.4430835257
3.371,-1.8696725224,-7.8130734656,-6.0264764993,-1.4449686939
3.372,-1.8714173327,-7.8050993018,-6.022543656,-1.4468565577
3.373,-1.8731664332,-7.7971318367,-6.0186065869,-1.4487471185
3.374,-1.8749198384,-7.7891710689,-6.0146652862,-1.4506403778
3.375,-1.8766775628,-7.7812169972,-6.0107197481,-1.4525363371
3.376,-1.8784396211,-7.7732696202,-6.0067699667,-1.4544349977
3.377,-1.8802060281,-7.7653289366,-6.0028159362,-1.4563363611
3.378,-1.8819767985,-7.757394945,-5.9988576505,-1.4582404287
3.379,-1.8837519473,-7.7494676441,-5.994895104,-1.4601472021
3.38,-1.8855314892,-7.7415470326,-5.9909282907,-1.4620566825
3.381,-1.8873154394,-7.7336331091,-5.9869572047,-1.4639688715
3.382,-1.8891038128,-7.7257258723,-5.9829818401,-1.4658837704
3.383,-1.8908966247,-7.7178253208,-5.979002191,-1.4678013806
3.384,-1.8926938901,-7.7099314534,-5.9750182516,-1.4697217036
3.385,-1.8944956245,-7.7020442685,-5.9710300159,-1.4716447407
3.386,-1.8963018431,-7.6941637649,-5.967037478,-1.4735704933
3.387,-1.8981125614,-7.6862899412,-5.9630406321,-1.4754989629
3.388,-1.8999277948,-7.6784227961,-5.9590394722,-1.4774301507
3.389,-1.9017475589,-7.6705623282,-5.9550339924,-1.4793640582
3.39,-1.9035718693,-7.6627085361,-5.9510241868,-1.4813006868
3.391,-1.9054007417,-7.6548614185,-5.9470100496,-1.4832400377
3.392,-1.907234192,-7.647020974,-5.9429915746,-1.4851821124
3.393,-1.9090722358,-7.6391872013,-5.9389687561,-1.4871269123
3.394,-1.9109148893,-7.6313600989,-5.9349415882,-1.4890744386
3.395,-1.9127621682,-7.6235396654,-5.9309100648,-1.4910246927
3.396,-1.9146140888,-7.6157258996,-5.9268741801,-1.4929776759
3.397,-1.9164706671,-7.6079188,-5.9228339281,-1.4949333896
3.398,-1.9183319194,-7.6001183652,-5.9187893029,-1.4968918351
3.399,-1.920197862,-7.5923245939,-5.9147402985,-1.4988530137
3.4,-1.9220685112,-7.5845374846,-5.9106869091,-1.5008169268
3.401,-1.9239438834,-7.576757036,-5.9066291286,-1.5027835756
3.402,-1.9258239953,-7.5689832467,-5.9025669512,-1.5047529615
3.403,-1.9277088633,-7.5612161153,-5.8985003708,-1.5067250856
3.404,-1.9295985041,-7.5534556403,-5.8944293816,-1.5086999495
3.405,-1.9314929346,-7.5457018204,-5.8903539776,-1.5106775542
3.406,-1.9333921715,-7.5379546542,-5.8862741527,-1.5126579011
3.407,-1.9352962317,-7.5302141403,-5.8821899012,-1.5146409915
3.408,-1.9372051322,-7.5224802772,-5.8781012169,-1.5166268267
3.409,-1.9391188901,-7.5147530636,-5.874008094,-1.5186154079
3.41,-1.9410375225,-7.5070324979,-5.8699105265,-1.5206067363
3.411,-1.9429610467,-7.499318579,-5.8658085084,-1.5226008132
3.412,-1.9448894799,-7.4916113052,-5.8617020338,-1.5245976399
3.413,-1.9468228396,-7.4839106751,-5.8575910966,-1.5265972176
3.414,-1.9487611431,-7.4762166874,-5.853475691,-1.5285995476
3.415,-1.9507044081,-7.4685293407,-5.849355811,-1.530604631
3.416,-1.9526526522,-7.4608486334,-5.8452314505,-1.532612469
3.417,-1.954605893,-7.4531745641,-5.8411026036,-1.534623063
3.418,-1.9565641485,-7.4455071315,-5.8369692644,-1.5366364141
3.419,-1.9585274364,-7.437846334,-5.8328314269,-1.5386525235
3.42,-1.9604957747,-7.4301921703,-5.828689085,-1.5406713924
3.421,-1.9624691815,-7.4225446388,-5.8245422329,-1.542693022
3.422,-1.9644476749,-7.4149037382,-5.8203908644,-1.5447174136
3.423,-1.9664312731,-7.4072694669,-5.8162349738,-1.5467445682
3.424,-1.9684199944,-7.3996418236,-5.8120745549,-1.548774487
3.425,-1.9704138573,-7.3920208068,-5.8079096018,-1.5508071713
3.426,-1.9724128802,-7.3844064149,-5.8037401085,-1.5528426221
3.427,-1.9744170816,-7.3767986466,-5.7995660691,-1.5548808407
3.428,-1.9764264802,-7.3691975004,-5.7953874775,-1.5569218281
3.429,-1.9784410948,-7.3616029748,-5.7912043278,-1.5589655856
3.43,-1.9804609441,-7.3540150683,-5.787016614,-1.5610121143
3.431,-1.9824860471,-7.3464337795,-5.78282433,-1.5630614152
3.432,-1.9845164228,-7.3388591068,-5.77862747,-1.5651134896
3.433,-1.9865520904,-7.3312910489,-5.7744260279,-1.5671683386
3.434,-1.9885930689,-7.3237296041,-5.7702199977,-1.5692259632
3.435,-1.9906393776,-7.3161747711,-5.7660093735,-1.5712863645
3.436,-1.992691036,-7.3086265483,-5.7617941493,-1.5733495437
3.437,-1.9947480635,-7.3010849343,-5.7575743191,-1.5754155019
3.438,-1.9968104797,-7.2935499275,-5.7533498769,-1.5774842402
3.439,-1.9988783041,-7.2860215264,-5.7491208167,-1.5795557596
3.44,-2.0009515566,-7.2784997296,-5.7448871325,-1.5816300612
3.441,-2.0030302569,-7.2709845355,-5.7406488184,-1.583707146
3.442,-2.0051144251,-7.2634759426,-5.7364058684,-1.5857870153
3.443,-2.0072040811,-7.2559739494,-5.7321582765,-1.5878696699
3.444,-2.009299245,-7.2484785543,-5.7279060367,-1.589955111
3.445,-2.0113999371,-7.240989756,-5.723649143,-1.5920433395
3.446,-2.0135061776,-7.2335075527,-5.7193875894,-1.5941343566
3.447,-2.0156179871,-7.2260319431,-5.71512137,-1.5962281633
3.448,-2.017735386,-7.2185629255,-5.7108504789,-1.5983247606
3.449,-2.0198583948,-7.2111004985,-5.7065749099,-1.6004241495
3.45,-2.0219870344,-7.2036446605,-5.7022946572,-1.602526331
3.451,-2.0241213255,-7.1961954099,-5.6980097147,-1.6046313061
3.452,-2.0262612891,-7.1887527453,-5.6937200765,-1.6067390759
3.453,-2.028406946,-7.181316665,-5.6894257367,-1.6088496413
3.454,-2.0305583175,-7.1738871674,-5.6851266892,-1.6109630034
3.455,-2.0327154248,-7.1664642512,-5.680822928,-1.613079163
3.456,-2.0348782891,-7.1590479146,-5.6765144473,-1.6151981211
3.457,-2.0370469318,-7.1516381562,-5.672201241,-1.6173198789
3.458,-2.0392213746,-7.1442349743,-5.6678833033,-1.6194444371
3.459,-2.0414016389,-7.1368383674,-5.663560628,-1.6215717967
3.46,-2.0435877466,-7.1294483339,-5.6592332093,-1.6237019588
3.461,-2.0457797195,-7.1220648722,-5.6549010412,-1.6258349242
3.462,-2.0479775795,-7.1146879807,-5.6505641178,-1.6279706939
3.463,-2.0501813486,-7.1073176579,-5.646222433,-1.6301092688
3.464,-2.052391049,-7.0999539022,-5.6418759811,-1.6322506498
3.465,-2.0546067029,-7.0925967119,-5.6375247559,-1.6343948378
3.466,-2.0568283328,-7.0852460855,-5.6331687515,-1.6365418338
3.467,-2.0590559611,-7.0779020214,-5.6288079621,-1.6386916386
3.468,-2.0612896103,-7.0705645179,-5.6244423817,-1.6408442532
3.469,-2.0635293032,-7.0632335735,-5.6200720043,-1.6429996784
3.47,-2.0657750626,-7.0559091865,-5.615696824,-1.6451579152
3.471,-2.0680269113,-7.0485913553,-5.6113168349,-1.6473189643
3.472,-2.0702848725,-7.0412800782,-5.606932031,-1.6494828267
3.473,-2.0725489692,-7.0339753538,-5.6025424065,-1.6516495032
3.474,-2.0748192247,-7.0266771802,-5.5981479553,-1.6538189946
3.475,-2.0770956624,-7.019385556,-5.5937486717,-1.6559913019
3.476,-2.0793783057,-7.0121004794,-5.5893445496,-1.6581664259
3.477,-2.0816671783,-7.0048219488,-5.5849355832,-1.6603443673
3.478,-2.0839623038,-6.9975499625,-5.5805217666,-1.6625251271
3.479,-2.0862637061,-6.9902845189,-5.5761030938,-1.664708706
3.48,-2.0885714091,-6.9830256164,-5.571679559,-1.6668951048
3.481,-2.090885437,-6.9757732533,-5.5672511562,-1.6690843245
3.482,-2.0932058137,-6.9685274278,-5.5628178797,-1.6712763657
3.483,-2.0955325638,-6.9612881384,-5.5583797234,-1.6734712292
3.484,-2.0978657115,-6.9540553834,-5.5539366816,-1.6756689159
3.485,-2.1002052815,-6.946829161,-5.5494887483,-1.6778694266
3.486,-2.1025512983,-6.9396094696,-5.5450359177,-1.6800727619
3.487,-2.1049037868,-6.9323963075,-5.5405781839,-1.6822789227
3.488,-2.1072627719,-6.9251896731,-5.5361155411,-1.6844879097
3.489,-2.1096282786,-6.9179895645,-5.5316479833,-1.6866997236
3.49,-2.112000332,-6.9107959802,-5.5271755048,-1.6889143653
3.491,-2.1143789574,-6.9036089183,-5.5226980997,-1.6911318355
3.492,-2.1167641803,-6.8964283773,-5.5182157622,-1.6933521348
3.493,-2.1191560262,-6.8892543553,-5.5137284864,-1.695575264
3.494,-2.1215545206,-6.8820868506,-5.5092362665,-1.6978012239
3.495,-2.1239596894,-6.8749258616,-5.5047390967,-1.7000300151
3.496,-2.1263715586,-6.8677713864,-5.5002369712,-1.7022616384
3.497,-2.128790154,-6.8606234234,-5.4957298841,-1.7044960943
3.498,-2.131215502,-6.8534819708,-5.4912178297,-1.7067333838
3.499,-2.1336476288,-6.8463470268,-5.4867008022,-1.7089735073
3.5,-2.1360865608,-6.8392185897,-5.4821787957,-1.7112164656
3.501,-2.1385323247,-6.8320966578,-5.4776518045,-1.7134622593
3.502,-2.140984947,-6.8249812292,-5.4731198228,-1.7157108891
3.503,-2.1434444546,-6.8178723023,-5.4685828449,-1.7179623557
3.504,-2.1459108746,-6.8107698752,-5.4640408649,-1.7202166598
3.505,-2.1483842339,-6.8036739462,-5.4594938772,-1.7224738018
3.506,-2.1508645598,-6.7965845134,-5.4549418759,-1.7247337826
3.507,-2.1533518798,-6.7895015751,-5.4503848554,-1.7269966026
3.508,-2.1558462212,-6.7824251295,-5.4458228099,-1.7292622626
3.509,-2.1583476118,-6.7753551748,-5.4412557336,-1.7315307631
3.51,-2.1608560793,-6.7682917092,-5.4366836209,-1.7338021047
3.511,-2.1633716517,-6.7612347309,-5.4321064661,-1.736076288
3.512,-2.165894357,-6.754184238,-5.4275242634,-1.7383533137
3.513,-2.1684242234,-6.7471402288,-5.4229370072,-1.7406331823
3.514,-2.1709612793,-6.7401027013,-5.4183446918,-1.7429158943
3.515,-2.1735055532,-6.7330716539,-5.4137473114,-1.7452014504
3.516,-2.1760570737,-6.7260470846,-5.4091448605,-1.7474898511
3.517,-2.1786158697,-6.7190289916,-5.4045373334,-1.749781097
3.518,-2.1811819699,-6.7120173731,-5.3999247243,-1.7520751885
3.519,-2.1837554035,-6.7050122271,-5.3953070278,-1.7543721263
3.52,-2.1863361998,-6.6980135519,-5.3906842381,-1.7566719109
3.521,-2.1889243881,-6.6910213456,-5.3860563497,-1.7589745427
3.522,-2.1915199979,-6.6840356063,-5.3814233569,-1.7612800224
3.523,-2.1941230589,-6.677056332,-5.3767852541,-1.7635883503
3.524,-2.1967336009,-6.6700835211,-5.3721420357,-1.7658995271
3.525,-2.1993516538,-6.6631171714,-5.3674936962,-1.7682135532
3.526,-2.201977248,-6.6561572813,-5.36284023,-1.7705304291
3.527,-2.2046104135,-6.6492038486,-5.3581816314,-1.7728501553
3.528,-2.2072511808,-6.6422568717,-5.3535178951,-1.7751727322
3.529,-2.2098995806,-6.6353163484,-5.3488490154,-1.7774981604
3.53,-2.2125556435,-6.628382277,-5.3441749867,-1.7798264402
3.531,-2.2152194005,-6.6214546555,-5.3394958037,-1.7821575721
3.532,-2.2178908827,-6.6145334819,-5.3348114607,-1.7844915566
3.533,-2.2205701212,-6.6076187543,-5.3301219524,-1.7868283941
3.534,-2.2232571475,-6.6007104708,-5.3254272731,-1.789168085
3.535,-2.2259519931,-6.5938086295,-5.3207274175,-1.7915106298
3.536,-2.2286546897,-6.5869132283,-5.31602238,-1.7938560288
3.537,-2.2313652692,-6.5800242653,-5.3113121552,-1.7962042825
3.538,-2.2340837636,-6.5731417386,-5.3065967378,-1.7985553913
3.539,-2.2368102051,-6.5662656461,-5.3018761222,-1.8009093555
3.54,-2.2395446261,-6.559395986,-5.2971503031,-1.8032661755
3.541,-2.2422870591,-6.5525327561,-5.2924192751,-1.8056258518
3.542,-2.2450375369,-6.5456759545,-5.2876830327,-1.8079883846
3.543,-2.2477960922,-6.5388255792,-5.2829415706,-1.8103537744
3.544,-2.2505627582,-6.5319816283,-5.2781948835,-1.8127220214
3.545,-2.2533375681,-6.5251440996,-5.2734429661,-1.8150931261
3.546,-2.2561205552,-6.5183129912,-5.2686858129,-1.8174670888
3.547,-2.2589117531,-6.511488301,-5.2639234187,-1.8198439098
3.548,-2.2617111955,-6.504670027,-5.2591557781,-1.8222235894
3.549,-2.2645189164,-6.4978581672,-5.2543828859,-1.8246061279
3.55,-2.2673349498,-6.4910527195,-5.2496047369,-1.8269915257
3.551,-2.2701593301,-6.4842536819,-5.2448213257,-1.8293797831
3.552,-2.2729920916,-6.4774610523,-5.2400326471,-1.8317709003
3.553,-2.275833269,-6.4706748286,-5.2352386959,-1.8341648776
3.554,-2.278682897,-6.4638950088,-5.2304394669,-1.8365617153
3.555,-2.2815410108,-6.4571215908,-5.2256349549,-1.8389614137
3.556,-2.2844076453,-6.4503545725,-5.2208251547,-1.841363973
3.557,-2.2872828361,-6.4435939518,-5.2160100611,-1.8437693935
3.558,-2.2901666187,-6.4368397266,-5.211189669,-1.8461776755
3.559,-2.2930590287,-6.4300918947,-5.2063639733,-1.8485888191
3.56,-2.2959601021,-6.4233504542,-5.2015329688,-1.8510028247
3.561,-2.298869875,-6.4166154028,-5.1966966504,-1.8534196923
3.562,-2.3017883837,-6.4098867385,-5.1918550132,-1.8558394223
3.563,-2.3047156646,-6.4031644591,-5.1870080519,-1.8582620149
3.564,-2.3076517546,-6.3964485624,-5.1821557616,-1.8606874702
3.565,-2.3105966904,-6.3897390463,-5.1772981372,-1.8631157885
3.566,-2.313550509,-6.3830359086,-5.1724351738,-1.8655469699
3.567,-2.3165132479,-6.3763391472,-5.1675668663,-1.8679810147
3.568,-2.3194849444,-6.36964876,-5.1626932097,-1.8704179229
3.569,-2.3224656362,-6.3629647446,-5.1578141991,-1.8728576947
3.57,-2.3254553612,-6.356287099,-5.1529298297,-1.8753003304
3.571,-2.3284541574,-6.349615821,-5.1480400963,-1.87774583
3.572,-2.3314620631,-6.3429509083,-5.1431449943,-1.8801941937
3.573,-2.3344791167,-6.3362923587,-5.1382445186,-1.8826454216
3.574,-2.337505357,-6.32964017,-5.1333386644,-1.8850995138
3.575,-2.3405408228,-6.32299434,-5.1284274269,-1.8875564705
3.576,-2.3435855532,-6.3163548665,-5.1235108012,-1.8900162918
3.577,-2.3466395876,-6.3097217472,-5.1185887827,-1.8924789777
3.578,-2.3497029653,-6.3030949799,-5.1136613664,-1.8949445284
3.579,-2.3527757262,-6.2964745624,-5.1087285477,-1.8974129439
3.58,-2.3558579102,-6.2898604922,-5.1037903217,-1.8998842244
3.581,-2.3589495574,-6.2832527673,-5.0988466839,-1.9023583698
3.582,-2.3620507081,-6.2766513853,-5.0938976295,-1.9048353803
3.583,-2.3651614031,-6.2700563439,-5.0889431538,-1.9073152559
3.584,-2.3682816829,-6.2634676408,-5.0839832522,-1.9097979967
3.585,-2.3714115888,-6.2568852738,-5.07901792,-1.9122836026
3.586,-2.3745511619,-6.2503092405,-5.0740471527,-1.9147720738
3.587,-2.3777004436,-6.2437395386,-5.0690709458,-1.9172634102
3.588,-2.3808594758,-6.2371761659,-5.0640892945,-1.9197576119
3.589,-2.3840283002,-6.2306191198,-5.0591021945,-1.9222546788
3.59,-2.387206959,-6.2240683982,-5.0541096411,-1.924754611
3.591,-2.3903954946,-6.2175239986,-5.04911163,-1.9272574084
3.592,-2.3935939496,-6.2109859188,-5.0441081566,-1.9297630711
3.593,-2.3968023668,-6.2044541563,-5.0390992166,-1.932271599
3.594,-2.4000207892,-6.1979287088,-5.0340848055,-1.9347829921
3.595,-2.4032492603,-6.1914095739,-5.0290649189,-1.9372972504
3.596,-2.4064878234,-6.1848967491,-5.0240395525,-1.9398143737
3.597,-2.4097365224,-6.1783902322,-5.019008702,-1.9423343621
3.598,-2.4129954012,-6.1718900207,-5.013972363,-1.9448572154
3.599,-2.4162645042,-6.1653961122,-5.0089305313,-1.9473829337
3.6,-2.4195438758,-6.1589085043,-5.0038832026,-1.9499115168
3.601,-2.4228335607,-6.1524271945,-4.9988303727,-1.9524429646
3.602,-2.4261336039,-6.1459521804,-4.9937720375,-1.9549772771
3.603,-2.4294440506,-6.1394834596,-4.9887081926,-1.9575144541
3.604,-2.4327649464,-6.1330210296,-4.9836388341,-1.9600544955
3.605,-2.4360963369,-6.1265648879,-4.9785639577,-1.9625974013
3.606,-2.4394382681,-6.1201150322,-4.9734835594,-1.9651431712
3.607,-2.4427907862,-6.1136714598,-4.9683976352,-1.9676918052
3.608,-2.4461539377,-6.1072341683,-4.963306181,-1.9702433031
3.609,-2.4495277694,-6.1008031552,-4.9582091928,-1.9727976647
3.61,-2.4529123282,-6.094378418,-4.9531066667,-1.97535489
3.611,-2.4563076614,-6.0879599543,-4.9479985987,-1.9779149787
3.612,-2.4597138166,-6.0815477614,-4.942884985,-1.9804779307
3.613,-2.4631308414,-6.0751418368,-4.9377658216,-1.9830437457
3.614,-2.466558784,-6.0687421781,-4.9326411046,-1.9856124236
3.615,-2.4699976926,-6.0623487826,-4.9275108304,-1.9881839642
3.616,-2.4734476158,-6.0559616478,-4.9223749951,-1.9907583673
3.617,-2.4769086025,-6.0495807712,-4.917233595,-1.9933356327
3.618,-2.4803807018,-6.0432061501,-4.9120866263,-1.9959157601
3.619,-2.4838639631,-6.036837782,-4.9069340854,-1.9984987494
3.62,-2.4873584361,-6.0304756643,-4.9017759686,-2.0010846002
3.621,-2.4908641706,-6.0241197944,-4.8966122724,-2.0036733124
3.622,-2.494381217,-6.0177701696,-4.8914429931,-2.0062648856
3.623,-2.4979096258,-6.0114267875,-4.8862681271,-2.0088593197
3.624,-2.5014494476,-6.0050896452,-4.8810876711,-2.0114566144
3.625,-2.5050007337,-5.9987587403,-4.8759016215,-2.0140567693
3.626,-2.5085635353,-5.9924340701,-4.8707099748,-2.0166597842
3.627,-2.5121379042,-5.9861156318,-4.8655127277,-2.0192656588
3.628,-2.5157238922,-5.9798034229,-4.8603098767,-2.0218743928
3.629,-2.5193215516,-5.9734974407,-4.8551014187,-2.0244859859
3.63,-2.5229309349,-5.9671976825,-4.8498873502,-2.0271004378
3.631,-2.5265520949,-5.9609041456,-4.844667668,-2.0297177481
3.632,-2.5301850848,-5.9546168274,-4.8394423689,-2.0323379166
3.633,-2.5338299579,-5.948335725,-4.8342114498,-2.0349609428
3.634,-2.5374867681,-5.9420608358,-4.8289749074,-2.0375868265
3.635,-2.5411555693,-5.9357921571,-4.8237327387,-2.0402155672
3.636,-2.5448364158,-5.9295296862,-4.8184849405,-2.0428471646
3.637,-2.5485293624,-5.9232734202,-4.81323151,-2.0454816184
3.638,-2.5522344639,-5.9170233565,-4.8079724441,-2.0481189281
3.639,-2.5559517756,-5.9107794923,-4.8027077398,-2.0507590934
3.64,-2.559681353,-5.9045418248,-4.7974373943,-2.0534021139
3.641,-2.5634232522,-5.8983103512,-4.7921614046,-2.0560479891
3.642,-2.5671775293,-5.8920850687,-4.7868797681,-2.0586967186
3.643,-2.5709442408,-5.8858659747,-4.7815924818,-2.0613483021
3.644,-2.5747234436,-5.8796530661,-4.7762995431,-2.0640027391
3.645,-2.5785151949,-5.8734463403,-4.7710009493,-2.0666600292
3.646,-2.5823195521,-5.8672457944,-4.7656966977,-2.0693201719
3.647,-2.5861365732,-5.8610514256,-4.7603867858,-2.0719831667
3.648,-2.5899663163,-5.854863231,-4.7550712109,-2.0746490133
3.649,-2.5938088398,-5.8486812078,-4.7497499706,-2.0773177111
3.65,-2.5976642027,-5.842505353,-4.7444230623,-2.0799892597
3.651,-2.6015324642,-5.836335664,-4.7390904838,-2.0826636585
3.652,-2.6054136837,-5.8301721376,-4.7337522325,-2.0853409071
3.653,-2.609307921,-5.8240147712,-4.7284083061,-2.0880210051
3.654,-2.6132152365,-5.8178635617,-4.7230587025,-2.0907039517
3.655,-2.6171356907,-5.8117185063,-4.7177034193,-2.0933897467
3.656,-2.6210693445,-5.8055796021,-4.7123424543,-2.0960783894
3.657,-2.6250162591,-5.799446846,-4.7069758055,-2.0987698793
3.658,-2.6289764962,-5.7933202352,-4.7016034707,-2.1014642158
3.659,-2.6329501177,-5.7871997668,-4.6962254479,-2.1041613985
3.66,-2.636937186,-5.7810854377,-4.6908417352,-2.1068614267
3.661,-2.6409377637,-5.7749772451,-4.6854523304,-2.1095643
3.662,-2.644951914,-5.7688751859,-4.6800572319,-2.1122700176
3.663,-2.6489797003,-5.7627792571,-4.6746564377,-2.1149785791
3.664,-2.6530211863,-5.7566894558,-4.6692499461,-2.1176899838
3.665,-2.6570764362,-5.750605779,-4.6638377553,-2.1204042312
3.666,-2.6611455147,-5.7445282236,-4.6584198637,-2.1231213206
3.667,-2.6652284865,-5.7384567866,-4.6529962696,-2.1258412515
3.668,-2.669325417,-5.7323914651,-4.6475669715,-2.1285640232
3.669,-2.673436372,-5.7263322558,-4.6421319678,-2.1312896351
3.67,-2.6775614174,-5.7202791559,-4.6366912571,-2.1340180865
3.671,-2.6817006197,-5.7142321622,-4.631244838,-2.1367493769
3.672,-2.6858540459,-5.7081912716,-4.6257927091,-2.1394835054
3.673,-2.690021763,-5.7021564812,-4.6203348692,-2.1422204716
3.674,-2.6942038389,-5.6961277877,-4.614871317,-2.1449602747
3.675,-2.6984003415,-5.6901051882,-4.6094020513,-2.1477029141
3.676,-2.7026113393,-5.6840886794,-4.6039270711,-2.150448389
3.677,-2.706836901,-5.6780782583,-4.5984463752,-2.1531966988
3.678,-2.7110770961,-5.6720739217,-4.5929599627,-2.1559478428
3.679,-2.7153319941,-5.6660756666,-4.5874678327,-2.1587018202
3.68,-2.7196016651,-5.6600834897,-4.5819699841,-2.1614586303
3.681,-2.7238861797,-5.6540973879,-4.5764664164,-2.1642182725
3.682,-2.7281856087,-5.648117358,-4.5709571286,-2.166980746
3.683,-2.7325000235,-5.6421433969,-4.56544212,-2.16974605
3.684,-2.7368294959,-5.6361755014,-4.5599213902,-2.1725141838
3.685,-2.741174098,-5.6302136683,-4.5543949385,-2.1752851466
3.686,-2.7455339024,-5.6242578943,-4.5488627643,-2.1780589377
3.687,-2.7499089823,-5.6183081763,-4.5433248674,-2.1808355563
3.688,-2.7542994112,-5.612364511,-4.5377812472,-2.1836150017
3.689,-2.7587052628,-5.6064268952,-4.5322319035,-2.1863972729
3.69,-2.7631266118,-5.6004953257,-4.5266768361,-2.1891823693
3.691,-2.7675635328,-5.5945697992,-4.5211160448,-2.19197029
3.692,-2.7720161011,-5.5886503124,-4.5155495294,-2.1947610342
3.693,-2.7764843925,-5.5827368621,-4.50997729,-2.1975546012
3.694,-2.7809684832,-5.5768294449,-4.5043993266,-2.2003509899
3.695,-2.7854684498,-5.5709280577,-4.4988156394,-2.2031501997
3.696,-2.7899843694,-5.565032697,-4.4932262284,-2.2059522297
